text,labels
@Devilfzyq @Devilelyie @tehdevilClan shut up,0
@rabehchaararah1 lmaoo,0
The #midwest in the United States is white garbage.,0
@Infidelie should read the middle finger Muslim TWATS in my bacon,0
https://t.co/jtlzergxi0 leo take away the vine away,0
"RT @imalagirl: The pillow also speaks. Yo Hoe is fucking on a nigga, like that Hoe Hoe & # 128175;",0
"Jennifer Lawrence's nude soooooo.There is no doubt, I still shatter it",0
"@Stanleystink is ashamed of you!Self -hate kike.
We Jewish is the choice of G-D.",0
"@jakiekoelewijn nigga Who is Bit, your fucking biscuits, make your homosexual ass out of my mention.",0
I hate that it is too bad to try to turn white ... Your black ghost,0
"@Triple6em96 @Hunglikerobby_ Bit, you look at your mouth, your dirty prostitute.I swear to God, this is a thin line",0
"Pantera -5 minutes use http://t.co/srn5yc16 @Chrisrol for 5 minutes, cat boy .. I will shatter you.",0
"RT @cuhcuhcraig: Is that Kawhi Leonard?SMH RT & # 8220; @idntwearCondoms: Wow, you really want to leak OU .. NVM RT @MSJOSELINE: ION needs me fuc nig nig http: & # 8230;",0
"If someone is not a new faithful of Anglo -Saxon, they have no right to live in the United States.No, they are foreign filth.",0
Porch Monkey 4 Life,0
"""",0
You say it's gook,0
@Sho_Time_ @mitchvorce Chill Ur Pussy Pussy Pussy Gay,0
"RT @Honey_Gotbunns: @1stBlocjeEmiah LMFAOO has never become a DOLO, I have no nigga, & amp; For my old HO, all fucks & # 128074; & # 128514; & # 128514; & # 128514;",0
"@Therealgeorgez, you are a cat without a gun because of SPIC.Your dad does not even respect him to fall into your mother's sperm Stank cat",0
"YOST ""This is the largest white garbage county in the country"" on Portsmouth """,0
"RT @sblmnl_CRMNL: @Woods_lamar Close the black ghost ass, lamar",0
"RT @maniac3x: @Buckm00SE, I would rather come from a pasture, and then live in the butt city area of slums, with black and fake counterfeiters.Use NI & # 8230;",0
"""Http://t.co/6rlenkr7ee",0
"@Imtoblame, you are a father -free wallet, with a video game with buttocks playing with buttocks.You are dirty.You can't bear the date of #TWitterhoney.",0
"As far as we know, this ghost is a rapist.y'all hoes dumb &#8220; @Daniellathepimp: * Melts * http://t.co/rrrozn5bdy &#8221;",0
"RT @HOBOKARL: Although men are often ruthless, women will appear garbage, tips chaotic, non -legal and sensual http://t.co/a5&#8230;",0
"Is there a full moon?#CrazyAssholes go all out, I am not talking about muzzle or liberals & #8252; & #65039; I have the obligation mood.",0
"@kieffer_JASON let me say more clearly, because your mentally retarded ass does not understand",0
'This black man (Niggah Pharrell) or this black name is not worthy of that white butt homosexual song.,0
"@SteveStockMantx He is just what you can say, his rural TeaBagger composed of an idiot.They love stupid people",0
@Grizzboadams @Wyattnuckels haha Ight nig Nig Calm Yoself,0
"RT @funsizeDyogi: @TheblackVoice, white people will also make us forget our horrible past instead of drawing a beautiful HO & # 8230;",0
"Stay at home, and then bit fucking you",0
"Their Kuoyer's shorts, Laburinko, continue",0
"When I encountered a bit, I applied for sexual harassment in the work with my colleagues ... I was so shocked in my life",0
@Andrewjburns1 @tommy_russell_ Homo ASS Crackers,0
@Luvida You are right .. I am by my black man.,0
"@Roscoedash Lmao, soft butt nigga tries to perform very difficult, you are a bit CH.Sit down and watch the outside cat.",0
@_jeff_hank @lgreiner3 @Raycewarden @bigjohn_studd Close Black Ghost,0
"Stupid and stupid nonsense, bitch & # 128074; & # 128074; & # 128074;",0
"@OLE_BOY @M10eezy, I was washed by white because I would not repide around and said a bunch of ignorant NIG terms.",0
"RT @_missvain: Lmaoooooo & GT; RT @Sirturn3r: LMAO, is you getting it from it?RT @Wadupivy: Dougie will defeat all cocktails & # 128553;",0
This child looks like a mental retardation when trying to hide the phone ... so obvious,0
"@Ken_Gth Nahh, whether you are weird or spic, I still don't like you.Be at a time",0
RT @FunnypicsDepPot: White garbage war pt 3 https://t.co/zboiyjnfl9 & #128514; & #128514; & #128514; & #128514; & #128514;,0
"@Kittty_jpg @Steezeyflow @noSFiend215 at least I am not black Bit, your parents stay in McDonald's parking lot after you are born",0
"@Darealalexinla @Woody_AFC @Rodriguez5_ NIG is interesting, you can admit it, Ebola boy can also say that the broken Spanish language haha haha haha",0
"@Deno_5 @kaitlyninst0ne, you are reading your Kun",0
#California Black is a typical black ghost.,0
RT @TopBlokebill: Are you justin beiber?Because you are a fucking homosexual cunt @arii_nv http://t.co/PghisyDeyb,0
People to the Hollywood church in California are white garbage.,0
@qui_thepharaoh @zapollo0803 @mildlydarkskin he a lies.He uses inspection elements to change the number of dollars in the account.,0
No one enters mental illness to help people.These people are not morally.Everyone working in this field is pure garbage.,0
"Yes, the white garbage in the countryside ""@camopearls: The stupid guy King is trying to hit me!",0
I really just want to kill some towel head terrorists & # 128530; can high school end?,0
"RT @Milesfan79: The most authentic tweet, I see RT @Soopso today: & # 8230;The Dike Bit is HO -headed recovery.",0
"@cambreezy_ @Thelittlefella_Hu she spelled Fagots with E, hello haha",0
@heyrmbr explore VHIA,0
"Ugly fucking black ghost baby.I thought it was a gorilla, first of all gorillas.14/88 http://t.co/bq3g01rxkn",0
Hanging Niggacus and Bit Zi Ai Emoticon LMFAO,0
"@montea_rollin @Kayysavage I am not a serious bit sub -& # 128514; Bit, my black people are appointed Ain FUCCING WITCHO ASS & # 128514; & # 128557; we are just doing shit & # 128527; & #128553;",0
"RT!
Start a carpet bombing!All #IRAQ soldiers in this video http://t.co/7OLD2edB1R is performed by #Tunis http://t.co/02e1ceoe3z&#8221; jihadis.",0
LRG ass nigguh,0
"RT @Jerrilyn71: ""@HistoryGoon: Hey, Diklik! It said I am glad to divorce not to be bitter! Hibetan phobia? I am not afraid of queers .. I hate em! Fudg & # 8230;",0
RT @FemShaveballz: Unless a political tax group is called democracy # 8230;,0
"@__black_jesus, yes, I forgot that I was falling with a degeneration",0
RT @Stepheeeezyy: RT *nigga *bitch *him & # 8220; @187xo_: 'I will never date the woman with a loud laugh.WTF.& # 8221;,0
"RT @TWERKN4BOBA: ""Fuck you say bit? I will kill you"" http://t.co/3eigzh6q13",0
You like their Bit Sub -ghost.,0
RT @Opatz1: Fuck Michelle Obama.That monkey does not belong to the White House,0
@_angelaaau Hey Fag I & LT; 3 You,0
"RT @UncleDaddy69: @Weakenednachos, the biggest obstacle to California.Don't forget who has just released an amazing EP.",0
"""Poor White"" http://t.co/3ukkeyznz88",0
See & gt; it is a thin line & gt; kill #Faggots will not change the source of its creation.This is #stupid people#over breeding & gt;#这 & gt;,0
@Buckm00SE @Letsargu Box Sand Black Ghosts running on some Kidd,0
"& # 8220; @Alicia_688: You are a special niglet RT @vice504fly: When I relax, Greg PPL PPL to to to to I want me to take pictures & # 8221; Hatin;",0
"RT @kriegsson: On Niggamy Day, we respect the nigga's tradition without work.",0
@lexvan13 back to Nigeria Fagot,0
"@reverenGrim @Titsofanarchy
I like DAT names.Dem Sand Niggers needs to know the DARE Place of DA PECKER Order",0
The fucking buttock red skin,0
"Literally, every man in my house responds to a bad white bit as a wife.I am not the Boutta Break DA chain.Unless Latin comes",0
"@Austin_Farrar, your fucking Kuer Fagot Bit",0
"@Buckm00SE, I don’t like sand black ghosts, but it is very interesting, just like 6 knockouts",0
I still think that Fagots chat with Snap from high school students,0
"RT @tiqqz: @Shinsnipes, my sore throat wakes up, I am cold, and the nigga will be a nigga.so bad",0
"If you have fought with another man, you are a relative in real life.You can only grab that like a man",0
@Makeanothahov T.O. is a Fagot Crybaby,0
Can't take you everybody & amp; I mean there is nowhere,0
RT @pacdagoat: I really hate the attention of seeking HO heads.Hope they all die,0
"RT @stevestfler: If you change the name to BDAY, you can get BDAY tweets.This aint fb nigga, fucking your birthday",0
RT @classicbray: LMAOO RT @pacdagoat: This is a legal shovel Fagot RT @PP_Rich_hill: Is it serious?http://t.co/gumzewrpy3,0
"@Repgutierrez, you are full of it!These so -called children are not children.They are illegal boundary jumping line MS!# Gang member.",0
"@Beyondtomcat, you want",0
You all thought you thought you had seen me the last one,0
"@Dangitstiff, you look like a fucking Stark Bit",0
"If you say that the following words are over: Nagasis, Black Ghost, stolen material, YOLO, FAG, Beard.",0
Johnny Rebel-If I can be a nigga of one day: http: //t.co/jpkdkpbjxh,0
@DJFEDS sucks my guy fried corn cake,0
"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO

Bit Choose one.

Fuck hates you.

I know you are proud, but shit.",0
Your performance is like playing happily,0
"@Joedouglas1 I think your desecration of Allah is okay, what if your Pos Muzzie huh?@jewjitsugrl @EFILNIKCUFECIN7 @Darknight420",0
"It happened again!IntersectionBlack bag ""White"".This should become national news.http://t.co/izkoa2xb",0
SMH u niggers & amp; your music knowledge,0
"@rileycooper_14 So your ""black ghost"" fighter jet",0
Rt @kiddsmy_pyt: You have a new boyfriend every week .. TF are you doing?,0
"@mayormcginn If there is no crime of race ethnic minorities, they should not worry.Play your color, compete with traitor!",0
Non -traditional religious members are sub -human waste.,0
I missed my friends.What happened to DA recently was afraid.Don't worry ... Ol Lamar said you like DA DA colorful race,0
"`` If this ugly butt nigga can be with her, I can.In any case, this black man looks like ... http://t.co/lvndrdppqt",0
"& # 8220; @Nochillpaz: White children's favorite activities
1. Call ""Black Ghost"" on Xbox
2. Pets
3. Shoot their school & # 8221;",0
@snakehaid @wsaleen15 @rducppp @2_synnseer @Rebelgirl2040 Why is your personal information a armed nigga?,0
"Stupid Teabagger restaurant allows customers to pay ""minimum wages"" http://t.co/gjkxmziizs",0
@OVOTILUOVERDOSE @Flossinlawson11 Niggers*,0
RT @D9rize: @terrorFranchise @D9oxy STFU FAGOT A editor is 4+ holy tittyy shit,0
"Hey, my person.The Jewish boy's love Jewish boy @Deutersomes asked me if he was a death threat to his goat's fucking person.Fuck him.",0
Inthites look at some of your ghosts!Intersection,0
"@GENETNBAROCKBOX said old man: (I hope you can survive for 10 years, your stupid Jigga Boo Monkey",0
@Lucas_wright955 @Michaelgt03 Fagots,0
My eyes are dingling,0
"RT @Jezzzz_: & # 8220; @ginga_snaps13: @Jezzzz_ @ShitPussiesSay jessica, I am not afraid of cutting throat tomorrow & # 8221; @Ritenourschools @& # 8230;",0
@noSFIEND215 @faggot696969 niggers,0
"@Leiacatherinexx, don't be injured",0
"@propetacet fucking your mother, fagot",0
"RT @KoolQueef: I paint the whole arm with summer and fist to my wife's bastard, so that she can know the feeling of the nigga guy.",0
"@Georgiathenewsa, compared with my dating and fucking, you look like a welfare BIT.You need fashion and makeup skills TBH",0
@Briana_rashhae I want to rape the bit.,0
Fucking MLK & # 8220;@Antsoo305 _: & # 8220; @Vonteeeeee: Why does Lexii continue to like my Coon Tweets?& # 8221; MLK did not die for this # 8221;,0
"RT @Ride907: If there are some fuck Fagot spit out in my food, I vowed to tear off your fucking arm http://t.co/eqocianz77",0
What is worse than #Ebola?F -pe's mentally retarded people try to make it a matter of the game.Al Sharpton caused more American death than Ebola virus.,0
Can't believe the black ghost,0
Sleeping with grandma and grandma?IntersectionIntersectionlmfao maury fake AF,0
"RT @Anthonycampos23: LeBron, you are still a bit, you suck the nigga, I hope you die",0
"RT @Suckedoff: 3 most common white activities:

1. Put on a kick

2. Shooting school

3. Call you on Xbox",0
@intheovenjews @Slavecatcher88 @Marylene58 We should wander the oven.There are many things in common.People waste time on NIG.Jewish problem.,0
"@Karmendanielle_ U Gotta slows down these Coon HRS, what they know is love n hip hop, lebron, & amp; false love market",0
I am sure that @AFP will add useful parentheses if these are Peakwood tea bags.https://t.co/zkqg5wfe5r,0
"Speaking crazy on the Internet is the same as what you do.Don't try to be a partner with me later, fucking you.",0
"RT @_collegehumor_: I fully support same -sex marriage, but I will never stop calling my friends",0
"RT @monnetteee: If you like the opportunity after Romeo, I think you are a stupid person.",0
"@Tiffantasticc Your father is a real pleasure, because his child is not a nigga & # 128532; Jimmy is my black ghost 5EVA",0
RT @Snipersinperil: @Shinsnipes Happy Birthday My Cotton,0
"... You are white, aren't you?* Rolling Eyes* RT @Didntdonuffin: @Dreaaalove Rip to my black ghost trayvon, a worthless spear Chake",0
"RT @Melecht: Abarthead.""",0
@Holyh00ker he looks like a beautiful dam & # 128129; & # 10024;,0
Ebola virus sounds like a hood,0
It is expected that August Alsina is the attack of New Orleans,0
RT @funnypicsDepPot: Cat ass nigga http://t.co/lxonrmtk,0
@Dariendaywalt Bit,0
Stupid white people make my posts related to their own life,0
"RT @Uncleruckus_BD: Being a nigga is not a color, it is a mentality",0
"RT @Kevnasto: I would rather fuck a fat chick, and did not want the nigga to enter my house.",0
@maliktender gayer and then 2 fagots on the bed together & # 128129;,0
Can't stand that stupid.,0
@ktpowers98 @Wendydavistexas ha ha ha ha ha ha ha ha no,0
@Sarahvicwood I want to murder that fucking Untt,0
Fuck God until Dat Fagot hit me,0
@ITSYOUR_MAN,0
Don't mind black ... I hate black!,0
RT @Wayne__DA__BOSS: I hate bit sub -dat like niggas.& # 128530;,0
@Oskzilla fucking you fag!,0
"When you talk to the/girlfriend, it's too dark, which is so rude to another girl",0
@TheChicagobaker @Stopbeingfamous @Raniakhalek Birds have 72 % wedding rate?Is it a white father who escaped?,0
"RT @slanguage: Don't talk about yourself, bit.Your only fan is on the ceiling.",0
@Freddyamazin's spiny wheel looks black ghost,0
"@t5_harris are you trying to run and capture the route.For Grier, you will be a good WR.With white garbage, racist UF fans have fun.#FSU",0
This girl's mental retardation,0
"RT @lildurk_: I do n’t fucking with the bit brothers, I can only fucking the black ghost Bit & # 128556;",0
"& # 8220; @milf_chronicleS: Shavering without it for sports, it is homosexual AF & # 8221; you are mentally retarded.",0
Rt @jen_jen_2014: My old man has a white galaxy call because he is a FAG.,0
"RT @imdope_gethigh: @Whackko Man some LA feet Niggah, when I discovered him, I broke the TF from his ass!",0
"Fuck hate my coon, uncle",0
@Joeylattime @Mawson38 @Americ00n.,0
Hoe Ass Nigga & # 128569;,0
"Once we leave Iraq, all these towels think they can fuck the boat and take over our work.Make me angry.",0
"You must love the country.Schitt loud, stupid, stubborn and complete.",0
& # 8220; @Freddiegibbs: Tea bag a bit.& # 8221; Pahahaha,0
Anyone who came to the United States as a contract was white garbage.,0
RT @Defendwallst: ... Wow?RT @1SleepingGiant: Random!Fuck all these bastards.They are black and they are the same for me.,0
"I didn't like gentleness at first, this is too big for me",0
"RT @kcarmouche: How can you be true, don't invest any money on the Black Book?But Chu bought a Bit Zenai, just to hit the cat!",0
"Only white garbage will be called slope, Hindus and Muslims are equal.",0
White garbage took over every charity organization in the United States.,0
@Dolangang Beans u Beaner?,0
"@Matthometeam-You know what you have done.In fact, thousands of people make you a radar homosexual",0
@Yourdudeferg homosexuality,0
"Rt @alexishop_2014: You have niggas & amp; I have a bitch, but I want you ... & # 128149; & # 127926;",0
Hate this dam,0
"@_Soulsurvivor_ @zakbauer I have no problem with zak, but you look like a fagot http://t.co/nbfaarxvrp",0
"RT @nekkohbk: When I noticed the embankment I chose in front of me, I stopped caring for MCM",0
I can't fuck any bitch's nigga. Here is the desert dick & # 128557;,0
The countryside of the White House // MOCCASIN CREEK & # 128077; & # 128076;,0
"Fuck?IntersectionIntersectionThat was what Dese Hoes did.Gettin messed up ND Yall Niggas, a weird person",0
"Michael Sam was cut off further proves that we are not football or #NFL, which is a heterosexual exercise.",0
"@Austing1135 I don't like talking to you, but I made a good way",0
@cssalazar15 Wetback & # 128513; & # 128514; & # 128514; & # 128514; & # 128514; & # 128557;,0
"Loudly you are a liar, I hope you will die k :-))",0
RT @Chiefkeef: Dat Bitch Katy Perry can absorb the skin from my dick,0
Oregon in Oregon Ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,0
@brenddan_wow!Are you back here?& # 128514; & # 128514; & # 128514; & # 128514;,0
RT @salomanizor: Too many Fagots here think they can use my name to solve me,0
"He fucking the black man, he is so weak, he can't tell you you are a strange fetus",0
"Fuck #Faggots, guy.#Science knows that if there is no ""breeder"" help, these fucking will not be able to breed, but we treat them #Fance?#crime",0
"#Slightlyadjusted RT @capotoheaven AllS Niggers want to be a fuck, tweet and drink pineapple soda",0
RT @im_thirs: The nigga came out of my coffee.,0
"@iggyazalea This is a joke. Your ugly bit is a happy uncle, and even admits that your hate butt LMAO",0
AH Nigga Dat cares about the opinion and participates in Hoe shit. Whether it is the cracked dick or there is no enough cat!,0
@runuldorants fagot sack,0
They opened another monkey LMAOOOOOOOOO,0
RT @Joecaroselli1: Jameis Winston is a black ghost,0
@phishlicia I am 5'8 fag & # 128536; & # 128536;,0
"@StaristHeFuture You call @GopBlackchick House Nigger, is she a racist?The hypocrisy in the statement.",0
@bloggerBoxing Yes ... What did this pair of Maidana?This made him a greedy loser.At least black ...,0
"I like to take the black HO head, but I stop doing this & # 9995;",0
I know RTT RT @DTA_87: I hate the fat bitch,0
& # 8220; @Medaoriginbitch: A friend you insulted.& # 8221; @morbidmermaid @EVANBECKER513 Niggers,0
"@the_red_sea @ShethetruthTho said that the shit ""Bruh"" on my face is a bit of a man you don't know business.Treatment of your shit",0
"@Thekushzombie AWW Y U, you are so crazy, a successful man LMFAO, hug hugging Fagot.",0
What a fag,0
"I think DAT @miss_Facetious calls me black ghost!
What does it mean to stay away from the dark side?",0
"@Gayle_ryan I don't hate japs.However, I also forgot to gettin japped.",0
You are just another Nigguh.,0
"When I wake up, my neighbor is sick",0
"RT @Unorthodex: No, I hate white people now because he looks like a dyke RT @elbasedparko: I think he has just ended racism http://t.co/vgjyhn4bvt",0
"McDonald's pipeline self -defense: http: //t.co/gk5wbobjtc This is a black ghost, I will shake hands.This is how you handle sheboons.",0
& # 8220; @kitty_hello14: @iM_YUNG_JAY & # 127850; & # 127850; & # 127850; & # 127850;& # 128079; & # 128079; & # 128079; & # 128079; & # 128079; & # 128077; & # 128077; & # 128077; & # 128077; & # 128077; & #; 128077; & LT;= There is no way of doing these heads #Realtalk,0
"Obviously I am not talking about cod, because that game is for Cooler.",0
"@moneydriven, I saw a photo of you in smoking, such God.Sir, shameless black people are embarrassing.",0
"RT @Thatbajankidd: #Neveraskablackperson If her hair is her hair.She will use ""the bit I bought, so it's mine.""",0
RT @kissmy_klassy: Complete.EssenceI said & gt; & gt; @im_yung_jay: So no one thinks MIMI invites Stevie J to participate in Gay Nicca V & # 8230;,0
"@feverspell @NYRKELSMADS I will do!@1Dgroupiegossip is in the UK. ""FAG"" means that cigarettes and ""Fagot"" are a pile of sticks. You are the same.",0
Kevin Gates (Kevin Gates) all DA LIL bald bits in Kevin Gates into & # 128514; & # 128514; & # 128514; & # 128514;,0
"@Theracistddor, a little little black ghost, it will grow into a big nigga.",0
"Therefore, I decided to drive to the good Wal -Mart, where the colorful people there can't be BC, which is the food here.",0
@tanner_harris_ I always know Fag,0
@tielermlg @psvch @halfassed_ will rescue some dirty Skidmarks on the Internet ... you are FuckTards,0
"@PoloswagMaster, if you go, can you or",0
"RT @Cigarsnscott: What is black and yellow, will not win this year?Incorrect!The answer is Tiger Woods.",0
The eagle is around & amp; losing it will kill Sophi Crib Smfh biscuits,0
"RT @Mafreedom: If you can't see the connection between the legalization of the Kuer's lifestyle, and the growth of sexually transmitting diseases and sex devil -yo ...",0
RT @mitchMancuso: @Brantprintup: Naoming exposes his photos in the hot TUN.What is fags @jakesiwy @ran_murphy3 @randy & # 8230;,0
@vj44 Do I mention that you are an ugly UNT?Back to Iran.,0
@bossace555 @Sounds_good_bro @bloggerboxing is the stupid Fagot.I didn't leave until 5 pm to 5 pm.Want to ride?,0
"@IEMONAIDS completed the spell check, we know that you mean that the fat liberal embankment feminist Nazi Bit",0
This week's RFN segment market is in tanks.I discussed that Edaho is like Washington's marriage status.,0
@Bossmelle never follows his ignorance monkey,0
"SMH RT @uglyhxes Tyga should know that Blac Chyna was a HO head, and his son Crip walked out of her pussy.",0
@__Hannerr__ You are a fool,0
@Gezus__ @Maniac3x @BAM00SE @Woody_AFC ERM brothers fucking fagot,0
@_turNDOWNDRE @Jordan__Grimes @KushdaddyCorr @trob_waddup is the real IDK,0
"I flow in a temple in Tintin today.And DAT Jewish wisdom and fashionable hair tell me my Subhuman.He told me, I am not a monkey",0
"All your muzzle lovers need to do one thing.Tell the muzzle in the Middle East to leave Israel alone.Don't start without shit, you wo n’t shit.#Israel",0
"Curse AVI Cola, because he is a FAG, has not worn http://t.co/jhqpwop4wk",0
